area,dt_stamp,max_outages,percent_out
Allegany,2024-04-11,0,0
Allegany,2024-04-12,274,0.11347115384615385
Allegany,2024-04-13,63,0.05831958762886598
Allegany,2024-04-14,756,0.28879166666666667
Allegany,2024-04-15,7,0.00202020202020202
Allegany,2024-04-16,6,9.797979797979799e-4
Allegany,2024-04-17,5,0.00124
Allegany,2024-04-18,53,0.013125
Allegany,2024-04-19,1,2.7835051546391755e-4
Allegany,2024-04-20,454,0.17542
Allegany,2024-04-21,1,6.000000000000001e-4
Allegany,2024-04-22,1,2.0388349514563107e-4
Allegany,2024-04-23,10,5.510204081632653e-4
Allegany,2024-04-24,134,0.04809278350515464
Allegany,2024-04-25,1,5.9405940594059404e-5
Allegany,2024-04-26,24,0.0037244897959183673
Allegany,2024-04-27,5,9.175257731958762e-4
Allegany,2024-04-28,1,6.185567010309279e-5
Allegany,2024-04-29,25,0.008183673469387755
Allegany,2024-04-30,7,0.0012952380952380952
Allegany,2024-05-01,36,0.008
Allegany,2024-05-02,296,0.029871287128712874
Anne Arundel,2024-04-11,6,0.002
Anne Arundel,2024-04-12,2290,0.14421153846153847
Anne Arundel,2024-04-13,338,0.044
Anne Arundel,2024-04-14,288,0.0284375
Anne Arundel,2024-04-15,70,0.006747474747474748
Anne Arundel,2024-04-16,923,0.028484848484848484
Anne Arundel,2024-04-17,21,0.00351
Anne Arundel,2024-04-18,50,0.0045096153846153845
Anne Arundel,2024-04-19,224,0.0051443298969072165
Anne Arundel,2024-04-20,22,0.00354
Anne Arundel,2024-04-21,6,4.8e-4
Anne Arundel,2024-04-22,25,0.002592233009708738
Anne Arundel,2024-04-23,36,0.00536734693877551
Anne Arundel,2024-04-24,22,0.0012164948453608248
Anne Arundel,2024-04-25,61,0.003297029702970297
Anne Arundel,2024-04-26,426,0.01366326530612245
Anne Arundel,2024-04-27,392,0.022731958762886598
Anne Arundel,2024-04-28,145,0.011309278350515465
Anne Arundel,2024-04-29,187,0.012673469387755102
Anne Arundel,2024-04-30,69,0.005028571428571428
Anne Arundel,2024-05-01,831,0.026533980582524274
Anne Arundel,2024-05-02,104,0.014623762376237625
Baltimore,2024-04-11,23,0.002
Baltimore,2024-04-12,1352,0.05566346153846154
Baltimore,2024-04-13,1801,0.09651546391752577
Baltimore,2024-04-14,318,0.024197916666666666
Baltimore,2024-04-15,847,0.03005050505050505
Baltimore,2024-04-16,426,0.012353535353535354
Baltimore,2024-04-17,192,0.00644
Baltimore,2024-04-18,23,0.002923076923076923
Baltimore,2024-04-19,176,0.006288659793814433
Baltimore,2024-04-20,151,0.008790000000000001
Baltimore,2024-04-21,36,0.0022
Baltimore,2024-04-22,2170,0.025728155339805825
Baltimore,2024-04-23,115,0.0022959183673469385
Baltimore,2024-04-24,180,0.004845360824742268
Baltimore,2024-04-25,38,0.002277227722772277
Baltimore,2024-04-26,36,0.0017755102040816328
Baltimore,2024-04-27,290,0.02184536082474227
Baltimore,2024-04-28,290,0.018505154639175257
Baltimore,2024-04-29,223,0.008489795918367347
Baltimore,2024-04-30,73,0.0027047619047619047
Baltimore,2024-05-01,2441,0.03733009708737864
Baltimore,2024-05-02,329,0.023148514851485148
Baltimore City,2024-04-11,57,0.014909090909090908
Baltimore City,2024-04-12,2850,0.13540384615384615
Baltimore City,2024-04-13,397,0.055835051546391755
Baltimore City,2024-04-14,115,0.012322916666666666
Baltimore City,2024-04-15,40,0.0028888888888888888
Baltimore City,2024-04-16,53,0.004545454545454545
Baltimore City,2024-04-17,580,0.033370000000000004
Baltimore City,2024-04-18,904,0.06294230769230769
Baltimore City,2024-04-19,84,0.006298969072164948
Baltimore City,2024-04-20,580,0.01519
Baltimore City,2024-04-21,88,0.00241
Baltimore City,2024-04-22,112,0.002330097087378641
Baltimore City,2024-04-23,352,0.012704081632653061
Baltimore City,2024-04-24,16,0.0022268041237113404
Baltimore City,2024-04-25,141,0.006653465346534653
Baltimore City,2024-04-26,652,0.01603061224489796
Baltimore City,2024-04-27,5,0.001288659793814433
Baltimore City,2024-04-28,783,0.02575257731958763
Baltimore City,2024-04-29,10,0.0012551020408163266
Baltimore City,2024-04-30,9,0.0015142857142857143
Baltimore City,2024-05-01,355,0.044019417475728156
Baltimore City,2024-05-02,49,0.006405940594059406
Calvert,2024-04-11,0,0
Calvert,2024-04-12,95,0.03556730769230769
Calvert,2024-04-13,5,0.01020618556701031
Calvert,2024-04-14,103,0.028270833333333332
Calvert,2024-04-15,52,0.01096969696969697
Calvert,2024-04-16,10,0.0036969696969696973
Calvert,2024-04-17,152,0.026449999999999998
Calvert,2024-04-18,23,0.005567307692307693
Calvert,2024-04-19,3,9.381443298969072e-4
Calvert,2024-04-20,5,9e-4
Calvert,2024-04-21,1,8e-5
Calvert,2024-04-22,10,0.0016990291262135922
Calvert,2024-04-23,3,3.673469387755102e-4
Calvert,2024-04-24,3,6.907216494845361e-4
Calvert,2024-04-25,2,1.485148514851485e-4
Calvert,2024-04-26,20,0.004316326530612245
Calvert,2024-04-27,303,0.04779381443298969
Calvert,2024-04-28,6,0.0033195876288659794
Calvert,2024-04-29,5,0.0012040816326530613
Calvert,2024-04-30,3,4e-4
Calvert,2024-05-01,19,0.007679611650485437
Calvert,2024-05-02,963,0.2193168316831683
Caroline,2024-04-11,0,0
Caroline,2024-04-12,5,0.004586538461538461
Caroline,2024-04-13,13,0.0016494845360824743
Caroline,2024-04-14,25,0.021583333333333333
Caroline,2024-04-15,3,0.002606060606060606
Caroline,2024-04-16,0,0
Caroline,2024-04-17,1,1.8e-4
Caroline,2024-04-18,164,0.035951923076923076
Caroline,2024-04-19,5,0.0030103092783505155
Caroline,2024-04-20,4,0.0027600000000000003
Caroline,2024-04-21,1,6e-5
Caroline,2024-04-22,5,0.0024854368932038834
Caroline,2024-04-23,6,0.0013673469387755102
Caroline,2024-04-24,55,0.013144329896907217
Caroline,2024-04-25,1,5.94059405940594e-4
Caroline,2024-04-26,1,6.122448979591836e-5
Caroline,2024-04-27,0,0
Caroline,2024-04-28,1,6.804123711340207e-4
Caroline,2024-04-29,9,0.0022653061224489797
Caroline,2024-04-30,7,0.0020952380952380953
Caroline,2024-05-01,5,0.007233009708737865
Caroline,2024-05-02,5,0.005198019801980198
Carroll,2024-04-11,14,0.018
Carroll,2024-04-12,181,0.02576923076923077
Carroll,2024-04-13,366,0.13988659793814434
Carroll,2024-04-14,36,0.009145833333333334
Carroll,2024-04-15,55,0.009080808080808082
Carroll,2024-04-16,38,0.009666666666666667
Carroll,2024-04-17,9,0.00535
Carroll,2024-04-18,35,0.009548076923076923
Carroll,2024-04-19,30,0.007154639175257732
Carroll,2024-04-20,6,0.0013700000000000001
Carroll,2024-04-21,50,0.00803
Carroll,2024-04-22,34,0.006737864077669903
Carroll,2024-04-23,39,0.0016020408163265306
Carroll,2024-04-24,42,0.010474226804123712
Carroll,2024-04-25,186,0.03704950495049505
Carroll,2024-04-26,10,6.73469387755102e-4
Carroll,2024-04-27,29,0.009061855670103093
Carroll,2024-04-28,9,0.004505154639175258
Carroll,2024-04-29,13,0.0020408163265306124
Carroll,2024-04-30,12,0.0038761904761904762
Carroll,2024-05-01,95,0.009388349514563106
Carroll,2024-05-02,4,0.002227722772277228
Cecil,2024-04-11,0,0
Cecil,2024-04-12,978,0.1339326923076923
Cecil,2024-04-13,118,0.08117525773195876
Cecil,2024-04-14,118,0.025249999999999998
Cecil,2024-04-15,21,0.008606060606060607
Cecil,2024-04-16,15,0.006747474747474748
Cecil,2024-04-17,1006,0.19629
Cecil,2024-04-18,22,0.008173076923076924
Cecil,2024-04-19,76,0.010309278350515464
Cecil,2024-04-20,441,0.0704
Cecil,2024-04-21,17,0.009000000000000001
Cecil,2024-04-22,25,0.006796116504854369
Cecil,2024-04-23,6,0.0019591836734693877
Cecil,2024-04-24,12,0.004536082474226804
Cecil,2024-04-25,4,1.9801980198019803e-4
Cecil,2024-04-26,245,0.07663265306122449
Cecil,2024-04-27,55,0.009711340206185567
Cecil,2024-04-28,14,0.011298969072164948
Cecil,2024-04-29,8,0.003285714285714286
Cecil,2024-04-30,8,0.004857142857142858
Cecil,2024-05-01,8,0.001592233009708738
Cecil,2024-05-02,134,0.03342574257425743
Charles,2024-04-11,1,4.5454545454545455e-4
Charles,2024-04-12,193,0.028278846153846154
Charles,2024-04-13,166,0.011845360824742268
Charles,2024-04-14,101,0.0146875
Charles,2024-04-15,76,0.015313131313131313
Charles,2024-04-16,53,0.01195959595959596
Charles,2024-04-17,53,0.01407
Charles,2024-04-18,61,0.004346153846153847
Charles,2024-04-19,62,0.017030927835051547
Charles,2024-04-20,640,0.04595
Charles,2024-04-21,5,8.6e-4
Charles,2024-04-22,387,0.021223300970873788
Charles,2024-04-23,69,0.003642857142857143
Charles,2024-04-24,71,0.007608247422680413
Charles,2024-04-25,66,0.011485148514851485
Charles,2024-04-26,5,5.510204081632653e-4
Charles,2024-04-27,2,2.1649484536082474e-4
Charles,2024-04-28,19,0.0023195876288659794
Charles,2024-04-29,18,0.0015714285714285715
Charles,2024-04-30,17,0.0031142857142857144
Charles,2024-05-01,79,0.010728155339805825
Charles,2024-05-02,19,0.01088118811881188
Dorchester,2024-04-11,1,0.0018181818181818182
Dorchester,2024-04-12,9,0.004951923076923077
Dorchester,2024-04-13,39,0.01688659793814433
Dorchester,2024-04-14,346,0.022322916666666668
Dorchester,2024-04-15,74,0.015525252525252525
Dorchester,2024-04-16,7,0.0030808080808080807
Dorchester,2024-04-17,0,0
Dorchester,2024-04-18,937,0.14703846153846156
Dorchester,2024-04-19,107,0.036855670103092784
Dorchester,2024-04-20,0,0
Dorchester,2024-04-21,0,0
Dorchester,2024-04-22,1,6.310679611650485e-4
Dorchester,2024-04-23,1,3.061224489795918e-4
Dorchester,2024-04-24,0,0
Dorchester,2024-04-25,16,0.003603960396039604
Dorchester,2024-04-26,4,0.0010714285714285715
Dorchester,2024-04-27,4,5.670103092783505e-4
Dorchester,2024-04-28,6,0.001443298969072165
Dorchester,2024-04-29,1,3.5714285714285714e-4
Dorchester,2024-04-30,376,0.3965714285714286
Dorchester,2024-05-01,2,7.766990291262136e-4
Dorchester,2024-05-02,5,6.930693069306931e-4
Frederick,2024-04-11,1,8.181818181818182e-4
Frederick,2024-04-12,2434,0.18048076923076925
Frederick,2024-04-13,153,0.029783505154639175
Frederick,2024-04-14,297,0.03471875
Frederick,2024-04-15,36,0.002575757575757576
Frederick,2024-04-16,6,8.585858585858586e-4
Frederick,2024-04-17,17,0.00138
Frederick,2024-04-18,30,0.004067307692307692
Frederick,2024-04-19,13,2.4742268041237116e-4
Frederick,2024-04-20,90,0.02042
Frederick,2024-04-21,96,0.00285
Frederick,2024-04-22,261,0.007533980582524272
Frederick,2024-04-23,28,0.003846938775510204
Frederick,2024-04-24,47,0.003752577319587629
Frederick,2024-04-25,28,0.0038514851485148514
Frederick,2024-04-26,29,0.002673469387755102
Frederick,2024-04-27,130,0.009030927835051546
Frederick,2024-04-28,1,2.4742268041237116e-4
Frederick,2024-04-29,19,0.0030510204081632655
Frederick,2024-04-30,262,0.009180952380952382
Frederick,2024-05-01,7,0.0013689320388349515
Frederick,2024-05-02,772,0.06524752475247525
Garrett,2024-04-11,34,0.166
Garrett,2024-04-12,40,0.008528846153846154
Garrett,2024-04-13,550,0.3584329896907216
Garrett,2024-04-14,65,0.0576875
Garrett,2024-04-15,13,0.011454545454545455
Garrett,2024-04-16,327,0.21355555555555555
Garrett,2024-04-17,114,0.053700000000000005
Garrett,2024-04-18,114,0.0744423076923077
Garrett,2024-04-19,1,5.154639175257732e-4
Garrett,2024-04-20,84,0.05413
Garrett,2024-04-21,0,0
Garrett,2024-04-22,0,0
Garrett,2024-04-23,0,0
Garrett,2024-04-24,42,0.027278350515463918
Garrett,2024-04-25,514,0.2985049504950495
Garrett,2024-04-26,1,1.0204081632653062e-4
Garrett,2024-04-27,1,4.123711340206186e-4
Garrett,2024-04-28,0,0
Garrett,2024-04-29,9,0.003744897959183673
Garrett,2024-04-30,96,0.08094285714285714
Garrett,2024-05-01,0,0
Garrett,2024-05-02,42,0.03332673267326732
Harford,2024-04-11,8,0.0030909090909090908
Harford,2024-04-12,463,0.1478173076923077
Harford,2024-04-13,71,0.03477319587628866
Harford,2024-04-14,138,0.008875
Harford,2024-04-15,109,0.016
Harford,2024-04-16,48,0.011222222222222222
Harford,2024-04-17,5,0.00278
Harford,2024-04-18,36,0.004076923076923077
Harford,2024-04-19,8,0.003577319587628866
Harford,2024-04-20,83,0.00814
Harford,2024-04-21,34,0.00399
Harford,2024-04-22,11,0.001883495145631068
Harford,2024-04-23,8,0.002663265306122449
Harford,2024-04-24,120,0.011144329896907217
Harford,2024-04-25,0,0
Harford,2024-04-26,4,0.0016224489795918368
Harford,2024-04-27,6,0.0012783505154639176
Harford,2024-04-28,8,0.001020618556701031
Harford,2024-04-29,16,0.0035204081632653063
Harford,2024-04-30,69,0.007219047619047619
Harford,2024-05-01,69,0.0022233009708737864
Harford,2024-05-02,1789,0.08092079207920792
Howard,2024-04-11,5,0.0018181818181818182
Howard,2024-04-12,158,0.009798076923076923
Howard,2024-04-13,706,0.10555670103092783
Howard,2024-04-14,6,0.00303125
Howard,2024-04-15,60,0.004686868686868686
Howard,2024-04-16,12,0.0022626262626262625
Howard,2024-04-17,27,0.00093000000000000005
Howard,2024-04-18,161,0.005048076923076923
Howard,2024-04-19,11,0.0024948453608247424
Howard,2024-04-20,64,0.00457
Howard,2024-04-21,11,0.00176
Howard,2024-04-22,6,0.001883495145631068
Howard,2024-04-23,20,0.006010204081632653
Howard,2024-04-24,8,0.0021237113402061856
Howard,2024-04-25,78,0.0036831683168316834
Howard,2024-04-26,4,0.0012244897959183673
Howard,2024-04-27,10,0.003268041237113402
Howard,2024-04-28,4,0.0024123711340206188
Howard,2024-04-29,68,0.009551020408163266
Howard,2024-04-30,13,0.0018571428571428571
Howard,2024-05-01,154,0.011359223300970873
Howard,2024-05-02,37,0.00502970297029703
Kent,2024-04-11,1,0.008
Kent,2024-04-12,37,0.044
Kent,2024-04-13,16,0.028144329896907218
Kent,2024-04-14,0,0
Kent,2024-04-15,63,0.03806060606060606
Kent,2024-04-16,0,0
Kent,2024-04-17,9,0.00292
Kent,2024-04-18,0,0
Kent,2024-04-19,4,0.005268041237113402
Kent,2024-04-20,1,1.6e-4
Kent,2024-04-21,17,0.020700000000000003
Kent,2024-04-22,0,0
Kent,2024-04-23,4,0.0030306122448979594
Kent,2024-04-24,4,0.004762886597938144
Kent,2024-04-25,13,0.012762376237623763
Kent,2024-04-26,0,0
Kent,2024-04-27,1,5.77319587628866e-4
Kent,2024-04-28,22,0.022185567010309278
Kent,2024-04-29,4,0.003489795918367347
Kent,2024-04-30,5,0.009142857142857144
Kent,2024-05-01,51,0.022766990291262137
Kent,2024-05-02,33,0.011900990099009901
Montgomery,2024-04-11,4,9.090909090909092e-5
Montgomery,2024-04-12,289,0.00964423076923077
Montgomery,2024-04-13,1018,0.010536082474226804
Montgomery,2024-04-14,622,0.0079375
Montgomery,2024-04-15,137,0.00404040404040404
Montgomery,2024-04-16,38,0.0033333333333333335
Montgomery,2024-04-17,246,0.00639
Montgomery,2024-04-18,135,0.005230769230769231
Montgomery,2024-04-19,987,0.03196907216494845
Montgomery,2024-04-20,358,0.00599
Montgomery,2024-04-21,171,0.006
Montgomery,2024-04-22,66,0.004378640776699029
Montgomery,2024-04-23,314,0.012377551020408164
Montgomery,2024-04-24,450,0.011804123711340207
Montgomery,2024-04-25,337,0.021722772277227725
Montgomery,2024-04-26,154,0.003948979591836735
Montgomery,2024-04-27,14,6.185567010309279e-4
Montgomery,2024-04-28,102,0.004278350515463917
Montgomery,2024-04-29,1472,0.03578571428571429
Montgomery,2024-04-30,551,0.02214285714285714
Montgomery,2024-05-01,555,0.013640776699029127
Montgomery,2024-05-02,263,0.008762376237623763
Prince George's,2024-04-11,8,0.002
Prince George's,2024-04-12,222,0.007913461538461538
Prince George's,2024-04-13,1559,0.03962886597938144
Prince George's,2024-04-14,114,0.007479166666666667
Prince George's,2024-04-15,668,0.022222222222222223
Prince George's,2024-04-16,480,0.034656565656565656
Prince George's,2024-04-17,188,0.00632
Prince George's,2024-04-18,198,0.008788461538461538
Prince George's,2024-04-19,732,0.021226804123711338
Prince George's,2024-04-20,15,0.001
Prince George's,2024-04-21,15,7.2e-4
Prince George's,2024-04-22,57,0.0018737864077669904
Prince George's,2024-04-23,197,0.005948979591836735
Prince George's,2024-04-24,376,0.007103092783505155
Prince George's,2024-04-25,149,0.0067425742574257425
Prince George's,2024-04-26,592,0.034836734693877554
Prince George's,2024-04-27,228,0.006618556701030928
Prince George's,2024-04-28,68,0.0022268041237113404
Prince George's,2024-04-29,102,0.00929591836734694
Prince George's,2024-04-30,592,0.016533333333333334
Prince George's,2024-05-01,11,8.446601941747573e-4
Prince George's,2024-05-02,1483,0.041811881188118814
Queen Anne's,2024-04-11,384,1.057909090909091
Queen Anne's,2024-04-12,246,0.08161538461538462
Queen Anne's,2024-04-13,1,4.536082474226804e-4
Queen Anne's,2024-04-14,4,9.375e-4
Queen Anne's,2024-04-15,219,0.11888888888888889
Queen Anne's,2024-04-16,31,0.011181818181818182
Queen Anne's,2024-04-17,9,0.0025
Queen Anne's,2024-04-18,5,0.001346153846153846
Queen Anne's,2024-04-19,238,0.09601030927835051
Queen Anne's,2024-04-20,4,9e-4
Queen Anne's,2024-04-21,4,0.00285
Queen Anne's,2024-04-22,243,0.05557281553398058
Queen Anne's,2024-04-23,1,3.673469387755102e-4
Queen Anne's,2024-04-24,22,0.0040618556701030924
Queen Anne's,2024-04-25,4,1.485148514851485e-4
Queen Anne's,2024-04-26,32,0.012193877551020409
Queen Anne's,2024-04-27,4,0.0013917525773195875
Queen Anne's,2024-04-28,304,0.1745154639175258
Queen Anne's,2024-04-29,4,0.00596938775510204
Queen Anne's,2024-04-30,7,5.714285714285714e-4
Queen Anne's,2024-05-01,4,0.0026310679611650485
Queen Anne's,2024-05-02,63,0.026128712871287128
Somerset,2024-04-11,0,0
Somerset,2024-04-12,4,0.0013461538461538463
Somerset,2024-04-13,6,0.006257731958762887
Somerset,2024-04-14,0,0
Somerset,2024-04-15,4,0.007777777777777778
Somerset,2024-04-16,3,9.090909090909091e-4
Somerset,2024-04-17,4,0.0017500000000000003
Somerset,2024-04-18,6,0.004076923076923077
Somerset,2024-04-19,1,2.783505154639175e-4
Somerset,2024-04-20,0,0
Somerset,2024-04-21,7,0.007220000000000001
Somerset,2024-04-22,4,0.003058252427184466
Somerset,2024-04-23,4,0.003928571428571429
Somerset,2024-04-24,15,0.01452577319587629
Somerset,2024-04-25,4,0.004683168316831684
Somerset,2024-04-26,4,0.006785714285714286
Somerset,2024-04-27,4,0.0014432989690721652
Somerset,2024-04-28,7,0.015876288659793816
Somerset,2024-04-29,36,0.012510204081632652
Somerset,2024-04-30,36,0.05350476190476191
Somerset,2024-05-01,1,0.0020097087378640774
Somerset,2024-05-02,0,0
St. Mary's,2024-04-11,70,0.10672727272727273
St. Mary's,2024-04-12,1602,0.6420769230769231
St. Mary's,2024-04-13,231,0.029536082474226802
St. Mary's,2024-04-14,10,0.0015104166666666666
St. Mary's,2024-04-15,72,0.012373737373737374
St. Mary's,2024-04-16,4,6.96969696969697e-4
St. Mary's,2024-04-17,55,0.01845
St. Mary's,2024-04-18,8,0.0017211538461538462
St. Mary's,2024-04-19,16,0.004865979381443299
St. Mary's,2024-04-20,266,0.07282999999999999
St. Mary's,2024-04-21,5,0.0022
St. Mary's,2024-04-22,80,0.007902912621359223
St. Mary's,2024-04-23,72,0.004714285714285714
St. Mary's,2024-04-24,40,0.011752577319587629
St. Mary's,2024-04-25,25,0.007643564356435643
St. Mary's,2024-04-26,4,0.0011938775510204082
St. Mary's,2024-04-27,13,0.003
St. Mary's,2024-04-28,2,4.123711340206186e-4
St. Mary's,2024-04-29,13,0.003010204081632653
St. Mary's,2024-04-30,18,9.333333333333333e-4
St. Mary's,2024-05-01,7,0.0018349514563106796
St. Mary's,2024-05-02,171,0.0358019801980198
Talbot,2024-04-11,65,0.22654545454545455
Talbot,2024-04-12,119,0.05304807692307693
Talbot,2024-04-13,0,0
Talbot,2024-04-14,0,0
Talbot,2024-04-15,4,0.001888888888888889
Talbot,2024-04-16,3,5.151515151515151e-4
Talbot,2024-04-17,21,0.0037300000000000002
Talbot,2024-04-18,12,0.002403846153846154
Talbot,2024-04-19,1,1.2371134020618558e-4
Talbot,2024-04-20,0,0
Talbot,2024-04-21,0,0
Talbot,2024-04-22,25,0.0010679611650485437
Talbot,2024-04-23,1,1.2244897959183673e-4
Talbot,2024-04-24,5,0.0017938144329896909
Talbot,2024-04-25,1,4.3564356435643565e-4
Talbot,2024-04-26,1,8.163265306122449e-5
Talbot,2024-04-27,0,0
Talbot,2024-04-28,4,0.0019278350515463919
Talbot,2024-04-29,2,4.489795918367347e-4
Talbot,2024-04-30,0,0
Talbot,2024-05-01,1,3.883495145631068e-5
Talbot,2024-05-02,7,0.0029504950495049505
Washington,2024-04-11,0,0
Washington,2024-04-12,157,0.05319230769230769
Washington,2024-04-13,101,0.026608247422680413
Washington,2024-04-14,1,4.166666666666667e-4
Washington,2024-04-15,5,5.656565656565656e-4
Washington,2024-04-16,1,3.2323232323232324e-4
Washington,2024-04-17,33,0.0026899999999999997
Washington,2024-04-18,83,0.00823076923076923
Washington,2024-04-19,26,0.002020618556701031
Washington,2024-04-20,89,0.01497
Washington,2024-04-21,1,7.4e-4
Washington,2024-04-22,5,7.0873786407767e-4
Washington,2024-04-23,123,0.009183673469387756
Washington,2024-04-24,42,0.011989690721649484
Washington,2024-04-25,0,0
Washington,2024-04-26,12,0.002897959183673469
Washington,2024-04-27,568,0.05892783505154639
Washington,2024-04-28,15,0.004041237113402062
Washington,2024-04-29,18,0.004255102040816326
Washington,2024-04-30,1099,0.11390476190476191
Washington,2024-05-01,47,0.025893203883495145
Washington,2024-05-02,121,0.03334653465346535
Wicomico,2024-04-11,0,0
Wicomico,2024-04-12,173,0.02223076923076923
Wicomico,2024-04-13,1,3.9175257731958763e-4
Wicomico,2024-04-14,4,0.0010833333333333333
Wicomico,2024-04-15,25,0.007898989898989899
Wicomico,2024-04-16,16,0.008464646464646465
Wicomico,2024-04-17,123,0.0295
Wicomico,2024-04-18,5,8.846153846153846e-4
Wicomico,2024-04-19,20,0.010474226804123712
Wicomico,2024-04-20,4,4.8e-4
Wicomico,2024-04-21,14,0.0030800000000000003
Wicomico,2024-04-22,12,0.004699029126213592
Wicomico,2024-04-23,54,0.007306122448979592
Wicomico,2024-04-24,1208,0.05463917525773196
Wicomico,2024-04-25,17,0.0041782178217821785
Wicomico,2024-04-26,4,8.163265306122449e-4
Wicomico,2024-04-27,4,4.123711340206186e-4
Wicomico,2024-04-28,4,0.001484536082474227
Wicomico,2024-04-29,4,7.959183673469388e-4
Wicomico,2024-04-30,27,0.007619047619047619
Wicomico,2024-05-01,56,0.01458252427184466
Wicomico,2024-05-02,41,0.008297029702970297
Worcester,2024-04-11,0,0
Worcester,2024-04-12,612,0.07030769230769231
Worcester,2024-04-13,118,0.01477319587628866
Worcester,2024-04-14,118,0.03109375
Worcester,2024-04-15,549,0.09494949494949495
Worcester,2024-04-16,21,0.007828282828282828
Worcester,2024-04-17,6,0.00103
Worcester,2024-04-18,101,0.01560576923076923
Worcester,2024-04-19,8,0.0016597938144329897
Worcester,2024-04-20,4,8.4e-4
Worcester,2024-04-21,4,6.3e-4
Worcester,2024-04-22,4,9.514563106796116e-4
Worcester,2024-04-23,10,0.002051020408163265
Worcester,2024-04-24,4074,0.19191752577319587
Worcester,2024-04-25,36,0.013801980198019802
Worcester,2024-04-26,10,0.0074285714285714285
Worcester,2024-04-27,4,0.00288659793814433
Worcester,2024-04-28,68,0.008103092783505154
Worcester,2024-04-29,15,0.0033979591836734695
Worcester,2024-04-30,108,0.002638095238095238
Worcester,2024-05-01,15,7.087378640776698e-4
Worcester,2024-05-02,26,0.0022475247524752474
